subscription_name,billing_cycle,amount_paid,usage_ratio,awareness_score,necessity_score,has_perks,waste_score,usage_frequency_answer,awareness_answer,necessity_answer
Gaming Pass,monthly,1523.54,0.879,1,2,1,30.7,once_twice_week,sometimes_notice,essential
Newspaper,monthly,682.73,0.718,4,10,0,31.2,few_times_month,always_notice,nice_to_have
Educational Hub,monthly,4373.71,0.199,2,8,0,75.8,daily,always_notice,essential
Gaming Pass,yearly,2097.65,0.832,8,6,0,27.8,rarely,sometimes_notice,essential
Gym Membership,yearly,2686.9,0.599,2,8,1,41.9,rarely,forget,essential
Cloud Storage,monthly,1165.69,0.912,4,7,1,18.1,cant_remember,sometimes_notice,nice_to_have
Spotify,yearly,3278.68,0.203,3,2,0,78.8,cant_remember,forget,nice_to_have
Newspaper,monthly,1061.48,0.125,2,2,0,78.2,rarely,forget,fun
Disney+,yearly,3688.8,0.299,7,10,0,59.1,few_times_month,always_notice,essential
Dating App,monthly,414.95,0.775,3,8,0,29.7,rarely,sometimes_notice,essential
Cloud Storage,monthly,1389.73,0.891,4,1,0,34.4,rarely,always_notice,essential
Dating App,monthly,597.4,0.024,7,4,0,70.6,few_times_month,forget,fun
Spotify,yearly,2392.65,0.596,7,3,0,45.8,few_times_month,always_notice,nice_to_have
LinkedIn Premium,monthly,1529.11,0.132,7,2,0,68.3,daily,forget,fun
Netflix,monthly,2747.04,0.949,6,5,0,23.5,daily,always_notice,fun
Amazon Prime,monthly,3524.43,0.148,4,4,1,65.6,rarely,sometimes_notice,nice_to_have
Cloud Storage,monthly,1620.44,0.015,6,7,0,75.5,few_times_week,forget,fun
Spotify,monthly,1086.97,0.015,5,6,1,63.1,few_times_month,sometimes_notice,essential
Adobe CC,yearly,4347.23,0.578,10,4,0,43.1,cant_remember,forget,essential
Gaming Pass,yearly,3419.8,0.481,6,8,0,52.1,once_twice_week,forget,fun
YouTube Premium,yearly,4068.85,0.524,3,8,0,55.2,few_times_month,forget,nice_to_have
Spotify,yearly,3879.89,0.609,3,8,1,40.3,daily,sometimes_notice,nice_to_have
Netflix,yearly,2564.77,0.727,1,2,0,40.5,once_twice_week,always_notice,essential
Dating App,yearly,3600.92,0.426,10,1,0,54.4,once_twice_week,forget,essential
Gaming Pass,yearly,1440.5,0.071,1,4,1,67.7,cant_remember,sometimes_notice,nice_to_have
Netflix,monthly,4530.69,0.353,8,9,1,44.6,few_times_week,forget,nice_to_have
Gaming Pass,monthly,844.29,0.589,1,1,0,55.1,cant_remember,sometimes_notice,fun
Zomato Gold,monthly,2255.31,0.867,10,2,1,16.9,few_times_week,forget,fun
Cloud Storage,yearly,335.19,0.668,1,10,0,38.6,rarely,sometimes_notice,fun
Wine Club,monthly,2820.01,0.338,4,9,0,61.8,rarely,always_notice,nice_to_have
Amazon Prime,yearly,2949.1,0.668,3,7,0,40.7,rarely,always_notice,nice_to_have
YouTube Premium,yearly,781.05,0.663,4,2,1,34.5,rarely,always_notice,nice_to_have
Newspaper,monthly,2680.29,0.445,7,3,0,57.5,few_times_month,forget,essential
Amazon Prime,yearly,4120.34,0.677,3,5,0,43.1,few_times_month,forget,fun
Adobe CC,monthly,874.25,0.193,5,2,0,70.6,daily,forget,essential
Software License,monthly,4133.91,0.919,2,7,0,34.2,daily,forget,essential
Software License,yearly,4233.89,0.201,1,2,0,84.0,few_times_week,always_notice,essential
LinkedIn Premium,yearly,1724.62,0.768,1,4,0,39.3,cant_remember,forget,fun
Zomato Gold,yearly,568.69,0.767,1,5,0,37.9,daily,sometimes_notice,fun
LinkedIn Premium,monthly,4529.39,0.348,9,1,0,58.5,few_times_month,forget,nice_to_have
LinkedIn Premium,monthly,3794.22,0.169,5,7,1,57.2,cant_remember,always_notice,essential
YouTube Premium,yearly,963.7,0.384,6,8,0,50.5,cant_remember,forget,nice_to_have
Newspaper,monthly,4473.44,0.689,6,6,0,41.9,cant_remember,always_notice,nice_to_have
Netflix,yearly,2995.69,0.476,8,5,0,49.2,rarely,forget,essential
Zomato Gold,monthly,3924.15,0.564,6,9,1,37.5,few_times_week,always_notice,fun
Wine Club,monthly,2255.29,0.284,8,8,0,55.3,few_times_month,forget,essential
Netflix,monthly,1589.74,0.943,7,1,1,17.1,once_twice_week,always_notice,essential
Wine Club,yearly,3633.82,0.149,1,5,0,81.8,once_twice_week,sometimes_notice,essential
Zomato Gold,yearly,655.78,0.689,9,1,1,27.1,cant_remember,forget,fun
Newspaper,monthly,1666.56,0.302,4,10,0,58.8,few_times_week,sometimes_notice,fun
Educational Hub,monthly,1455.76,0.894,5,3,1,20.7,few_times_month,forget,fun
Gaming Pass,monthly,697.93,0.201,2,1,0,73.6,daily,sometimes_notice,essential
Dating App,monthly,2878.33,0.081,6,9,0,73.1,daily,always_notice,essential
Gaming Pass,monthly,3249.84,0.742,9,9,0,28.5,rarely,always_notice,fun
Gym Membership,monthly,1189.43,0.116,6,3,1,56.9,few_times_week,forget,fun
Spotify,yearly,1696.96,0.705,6,9,1,26.4,once_twice_week,forget,essential
LinkedIn Premium,monthly,715.01,0.938,1,8,0,25.7,once_twice_week,forget,fun
Spotify,monthly,1614.12,0.119,4,8,0,74.6,cant_remember,always_notice,nice_to_have
Cloud Storage,yearly,2253.0,0.52,8,3,0,47.5,few_times_week,always_notice,fun
YouTube Premium,yearly,4187.14,0.11,6,10,0,70.6,cant_remember,always_notice,nice_to_have
Cloud Storage,yearly,3994.89,0.031,3,9,1,66.6,once_twice_week,sometimes_notice,fun
Zomato Gold,yearly,2535.46,0.781,10,6,0,24.5,few_times_month,sometimes_notice,nice_to_have
Disney+,monthly,3580.49,0.993,5,4,1,21.1,rarely,sometimes_notice,essential
Software License,yearly,1148.66,0.351,8,7,1,38.9,once_twice_week,always_notice,essential
Cloud Storage,monthly,3334.66,0.866,1,7,0,41.4,cant_remember,forget,nice_to_have
Cloud Storage,monthly,1794.98,0.701,3,4,0,38.9,few_times_week,sometimes_notice,fun
LinkedIn Premium,monthly,1234.18,0.445,8,9,1,33.0,few_times_week,always_notice,essential
Zomato Gold,monthly,2555.98,0.008,3,3,0,88.6,rarely,sometimes_notice,essential
Adobe CC,yearly,3044.13,0.647,3,5,1,38.6,daily,forget,nice_to_have
Disney+,yearly,4234.18,0.789,5,6,0,37.7,few_times_week,sometimes_notice,nice_to_have
Newspaper,yearly,4950.04,0.215,4,6,1,60.3,once_twice_week,forget,essential
Software License,yearly,1258.12,0.669,4,6,1,33.6,few_times_month,always_notice,fun
Netflix,monthly,1554.61,0.091,8,6,1,54.7,daily,forget,fun
Disney+,yearly,793.56,0.085,5,2,0,76.5,few_times_week,always_notice,nice_to_have
LinkedIn Premium,monthly,2260.39,0.22,6,10,0,60.8,rarely,always_notice,essential
Gaming Pass,monthly,4438.9,0.582,3,2,0,58.7,few_times_month,always_notice,essential
LinkedIn Premium,monthly,304.0,0.148,1,6,1,62.1,daily,forget,nice_to_have
Adobe CC,yearly,4743.52,0.895,2,4,0,37.8,daily,forget,fun
Spotify,yearly,2108.11,0.365,1,2,1,56.3,few_times_week,sometimes_notice,fun
Cloud Storage,monthly,3106.73,0.673,9,1,0,39.5,rarely,sometimes_notice,fun
YouTube Premium,yearly,1721.57,0.2,8,1,0,66.6,daily,sometimes_notice,essential
Educational Hub,yearly,1873.06,0.684,3,4,0,40.6,few_times_week,always_notice,essential
Gaming Pass,monthly,1010.13,0.359,5,9,1,41.8,few_times_month,sometimes_notice,nice_to_have
Gym Membership,yearly,326.48,0.886,10,3,0,16.2,few_times_week,forget,fun
Educational Hub,yearly,222.29,0.781,4,5,1,25.5,few_times_week,sometimes_notice,essential
Cloud Storage,monthly,4120.45,0.838,3,9,1,28.5,few_times_month,forget,essential
Spotify,monthly,2877.45,0.498,2,7,0,60.1,daily,forget,essential
Gym Membership,monthly,4810.0,0.867,3,4,0,34.8,few_times_month,forget,essential
LinkedIn Premium,monthly,1592.59,0.025,10,9,0,61.8,few_times_week,forget,fun
Adobe CC,yearly,464.89,0.655,8,4,0,31.1,few_times_week,always_notice,fun
Spotify,monthly,2180.54,0.218,4,7,0,67.7,once_twice_week,forget,fun
Software License,monthly,2755.09,0.122,10,5,0,66.9,cant_remember,sometimes_notice,nice_to_have
Amazon Prime,monthly,4630.02,0.672,6,6,1,35.0,few_times_month,forget,nice_to_have
Cloud Storage,yearly,2509.59,0.025,9,3,0,76.3,once_twice_week,forget,fun
Educational Hub,yearly,4310.16,0.786,6,10,0,29.5,few_times_week,always_notice,fun
Disney+,yearly,1574.55,0.969,9,5,0,12.1,few_times_week,sometimes_notice,essential
LinkedIn Premium,yearly,2322.37,0.252,10,1,0,59.6,rarely,always_notice,nice_to_have
Adobe CC,yearly,869.15,0.217,5,10,0,60.3,few_times_month,sometimes_notice,fun
YouTube Premium,yearly,3745.09,0.23,4,4,0,74.3,daily,always_notice,essential
Educational Hub,yearly,3012.26,0.462,8,6,0,49.8,few_times_month,forget,fun
Amazon Prime,yearly,484.42,0.394,8,9,0,43.3,once_twice_week,forget,essential
Adobe CC,monthly,3678.2,0.352,1,5,0,70.6,few_times_month,sometimes_notice,nice_to_have
Wine Club,yearly,2267.95,0.037,7,3,0,78.0,rarely,always_notice,fun
Gym Membership,monthly,4043.31,0.375,10,10,0,48.7,rarely,sometimes_notice,fun
Newspaper,yearly,2728.95,0.133,9,2,0,69.7,rarely,always_notice,essential
Gym Membership,monthly,685.01,0.982,4,4,0,24.7,daily,sometimes_notice,fun
Spotify,yearly,3545.79,0.392,8,8,1,43.4,cant_remember,sometimes_notice,essential
Educational Hub,monthly,2625.31,0.16,4,5,0,78.3,few_times_month,forget,nice_to_have
Adobe CC,monthly,2879.16,0.77,8,8,1,23.0,once_twice_week,forget,fun
Netflix,monthly,3854.26,0.343,2,3,1,57.8,daily,forget,essential
Zomato Gold,monthly,4242.01,0.919,10,5,0,21.0,rarely,sometimes_notice,fun
Disney+,yearly,3224.56,0.557,9,2,0,47.8,daily,always_notice,fun
Adobe CC,monthly,4368.03,0.058,3,10,1,62.7,daily,forget,essential
Wine Club,monthly,3936.51,0.039,7,9,0,74.1,once_twice_week,forget,nice_to_have
Amazon Prime,yearly,1969.26,0.142,6,10,1,51.3,few_times_month,forget,essential
Gaming Pass,monthly,2020.72,0.73,6,4,0,39.4,few_times_week,always_notice,essential
Adobe CC,monthly,3110.1,0.693,3,2,0,40.2,once_twice_week,sometimes_notice,fun
Dating App,monthly,386.08,0.357,9,2,0,48.6,few_times_month,forget,fun
Cloud Storage,monthly,4751.43,0.546,7,7,0,44.1,few_times_week,always_notice,essential
Cloud Storage,monthly,1257.34,0.984,7,2,0,21.5,rarely,always_notice,nice_to_have
Wine Club,monthly,3435.46,0.35,9,2,0,59.8,rarely,sometimes_notice,fun
Cloud Storage,monthly,4602.36,0.449,2,6,0,60.3,rarely,forget,fun
Dating App,monthly,2019.3,0.43,6,6,1,40.1,rarely,forget,fun
Cloud Storage,yearly,394.62,0.371,1,10,1,45.0,cant_remember,always_notice,fun
Netflix,monthly,1087.53,0.701,2,9,0,39.3,rarely,forget,essential
Netflix,yearly,1574.44,0.546,9,8,1,27.5,daily,always_notice,nice_to_have
Spotify,monthly,752.62,0.069,4,2,0,77.6,rarely,sometimes_notice,nice_to_have
Educational Hub,yearly,4349.31,0.068,6,9,0,74.1,daily,always_notice,nice_to_have
Adobe CC,monthly,1490.02,0.239,10,9,0,50.7,rarely,always_notice,fun
Dating App,monthly,4800.61,0.344,5,3,0,69.2,rarely,sometimes_notice,essential
LinkedIn Premium,yearly,589.35,0.959,9,9,1,7.3,cant_remember,sometimes_notice,fun
Netflix,yearly,3647.93,0.177,2,5,1,63.1,few_times_month,forget,essential
Gym Membership,monthly,377.13,0.743,10,7,0,19.1,cant_remember,sometimes_notice,nice_to_have
Wine Club,yearly,4411.23,0.467,7,1,0,57.8,cant_remember,always_notice,fun
Adobe CC,yearly,2001.8,0.906,2,7,0,30.2,daily,forget,nice_to_have
LinkedIn Premium,monthly,956.26,0.16,6,1,0,70.1,rarely,forget,nice_to_have
Spotify,monthly,438.89,0.835,4,5,0,30.4,rarely,always_notice,fun
Wine Club,monthly,1350.92,0.813,6,7,1,24.0,daily,forget,fun
Educational Hub,yearly,2961.9,0.291,8,10,0,55.6,rarely,sometimes_notice,essential
LinkedIn Premium,yearly,3940.96,0.989,9,2,0,20.9,rarely,always_notice,fun
Netflix,monthly,2697.19,0.758,3,9,0,39.8,rarely,sometimes_notice,nice_to_have
Adobe CC,yearly,3157.66,0.382,4,4,1,52.8,few_times_week,sometimes_notice,nice_to_have
Disney+,yearly,2975.81,0.314,6,5,1,52.0,few_times_week,forget,essential
Adobe CC,monthly,901.27,0.104,10,2,0,64.8,daily,always_notice,essential
Software License,monthly,1877.47,0.085,4,4,0,78.5,daily,sometimes_notice,nice_to_have
Spotify,monthly,2935.82,0.924,9,10,0,15.3,rarely,sometimes_notice,nice_to_have
YouTube Premium,monthly,1868.9,0.998,9,2,0,14.8,few_times_month,always_notice,fun
Dating App,monthly,2888.58,0.377,10,10,0,48.7,few_times_week,always_notice,fun
Newspaper,monthly,4919.35,0.93,1,8,0,35.5,cant_remember,always_notice,essential
Amazon Prime,yearly,2469.54,0.473,7,4,1,45.0,few_times_week,forget,fun
Amazon Prime,monthly,1421.88,0.11,1,6,0,81.1,once_twice_week,always_notice,fun
YouTube Premium,monthly,2963.01,0.739,6,1,0,42.1,daily,always_notice,essential
Gaming Pass,yearly,3817.41,0.118,9,4,1,55.3,cant_remember,always_notice,nice_to_have
Adobe CC,yearly,1868.04,0.375,3,4,1,51.5,rarely,sometimes_notice,essential
LinkedIn Premium,yearly,1407.72,0.828,6,10,0,23.8,once_twice_week,forget,essential
LinkedIn Premium,yearly,2967.98,0.671,4,1,1,40.0,daily,sometimes_notice,nice_to_have
Disney+,monthly,138.71,0.606,3,10,0,36.7,cant_remember,sometimes_notice,nice_to_have
Amazon Prime,yearly,3910.83,0.971,3,5,1,24.3,rarely,sometimes_notice,nice_to_have
Cloud Storage,yearly,1978.15,0.332,9,10,1,36.1,rarely,forget,nice_to_have
Software License,yearly,599.94,0.218,1,2,0,76.9,once_twice_week,forget,nice_to_have
Zomato Gold,monthly,4637.02,0.654,7,2,0,38.1,rarely,always_notice,essential
Software License,yearly,1054.96,0.256,5,9,1,47.8,cant_remember,sometimes_notice,fun
Gaming Pass,yearly,2351.48,0.227,7,8,1,49.7,few_times_week,forget,essential
Amazon Prime,yearly,4004.42,0.129,3,9,1,61.4,few_times_month,sometimes_notice,nice_to_have
Educational Hub,yearly,2583.44,0.668,9,4,1,27.4,once_twice_week,forget,nice_to_have
Wine Club,monthly,4499.52,0.489,5,7,0,52.2,few_times_week,forget,nice_to_have
Educational Hub,yearly,120.09,0.036,4,9,0,70.9,few_times_month,sometimes_notice,nice_to_have
Amazon Prime,yearly,1799.68,0.105,8,1,0,73.8,cant_remember,forget,essential
Gym Membership,yearly,558.11,0.829,1,7,0,32.3,cant_remember,sometimes_notice,essential
Wine Club,monthly,1670.45,0.386,9,1,0,54.2,cant_remember,forget,essential
Amazon Prime,monthly,3685.91,0.423,7,4,0,58.5,few_times_week,sometimes_notice,nice_to_have
Wine Club,yearly,356.57,0.472,5,9,0,45.5,few_times_week,sometimes_notice,essential
Netflix,yearly,828.8,0.058,7,4,0,68.8,cant_remember,always_notice,essential
Adobe CC,monthly,1216.58,0.304,9,6,1,41.8,cant_remember,sometimes_notice,essential
Software License,monthly,1289.19,0.345,1,1,0,70.3,few_times_month,sometimes_notice,essential
YouTube Premium,yearly,2394.33,0.194,1,9,1,58.8,once_twice_week,forget,essential
Educational Hub,monthly,3500.76,0.782,10,1,1,24.8,once_twice_week,always_notice,essential
YouTube Premium,monthly,3431.37,0.884,6,2,1,25.8,cant_remember,always_notice,nice_to_have
Netflix,monthly,3920.03,0.412,3,1,0,68.0,few_times_month,sometimes_notice,essential
Amazon Prime,monthly,492.47,0.656,4,7,1,28.6,few_times_week,forget,nice_to_have
LinkedIn Premium,monthly,404.81,0.845,8,2,0,21.6,few_times_week,forget,nice_to_have
Disney+,yearly,2762.95,0.716,9,8,0,31.3,daily,forget,fun
Newspaper,monthly,1427.96,0.485,3,9,0,50.4,few_times_month,always_notice,fun
Wine Club,yearly,1027.22,0.741,6,2,0,36.1,few_times_week,sometimes_notice,fun
Newspaper,monthly,3709.63,0.555,4,5,0,54.9,once_twice_week,sometimes_notice,essential
Wine Club,monthly,2318.55,0.849,10,3,0,22.4,rarely,forget,nice_to_have
Software License,monthly,1996.82,0.481,10,5,0,41.6,once_twice_week,forget,fun
Gym Membership,yearly,3842.45,0.226,7,3,0,69.0,once_twice_week,sometimes_notice,essential
Spotify,yearly,3608.19,0.643,5,9,0,42.1,rarely,always_notice,nice_to_have
Spotify,yearly,849.72,0.75,5,6,0,32.0,few_times_week,forget,essential
Adobe CC,yearly,427.04,0.479,6,1,0,49.3,rarely,always_notice,essential
Zomato Gold,monthly,4878.11,0.561,6,10,0,43.1,few_times_month,forget,fun
Spotify,monthly,3644.47,0.365,7,7,0,55.6,few_times_week,always_notice,nice_to_have
Wine Club,monthly,1015.47,0.055,10,4,0,66.9,few_times_month,always_notice,essential
Newspaper,yearly,3209.63,0.615,10,1,0,42.1,rarely,sometimes_notice,fun
Spotify,yearly,2192.71,0.884,10,9,0,16.1,few_times_month,sometimes_notice,nice_to_have
Spotify,monthly,3893.22,0.684,2,7,0,39.7,once_twice_week,always_notice,essential
Educational Hub,yearly,952.57,0.357,9,1,0,55.1,few_times_week,always_notice,nice_to_have
Disney+,monthly,2490.9,0.07,6,2,0,79.5,cant_remember,forget,fun
Amazon Prime,yearly,4814.99,0.095,5,1,1,66.3,rarely,forget,fun
Netflix,monthly,2598.73,0.673,5,9,0,37.2,daily,sometimes_notice,nice_to_have
LinkedIn Premium,yearly,2818.13,0.136,1,10,0,79.5,once_twice_week,always_notice,essential
Wine Club,monthly,4045.85,0.624,5,8,0,39.3,once_twice_week,sometimes_notice,nice_to_have
Dating App,monthly,642.41,0.515,5,2,0,48.4,cant_remember,sometimes_notice,fun
Disney+,monthly,2831.93,0.022,3,10,0,81.6,cant_remember,forget,fun
Software License,monthly,2169.73,0.51,2,3,0,59.9,rarely,always_notice,nice_to_have
Amazon Prime,monthly,3874.2,0.083,7,6,0,77.1,daily,always_notice,nice_to_have
Netflix,yearly,2900.26,0.449,10,10,1,33.7,daily,always_notice,nice_to_have
Adobe CC,monthly,3101.3,0.007,6,10,1,60.4,few_times_month,sometimes_notice,essential
LinkedIn Premium,monthly,4476.18,0.316,9,3,1,47.6,few_times_month,forget,nice_to_have
Gym Membership,yearly,856.84,0.182,2,4,0,73.1,once_twice_week,forget,essential
Gaming Pass,monthly,3266.48,0.281,2,9,0,71.1,cant_remember,sometimes_notice,fun
Software License,monthly,2469.72,0.426,1,2,1,57.0,few_times_week,always_notice,essential
Software License,yearly,2899.03,0.698,6,3,1,33.6,few_times_month,sometimes_notice,nice_to_have
Newspaper,yearly,4075.64,0.42,5,3,1,51.4,once_twice_week,forget,nice_to_have
YouTube Premium,yearly,3937.85,0.732,9,10,0,29.7,daily,forget,nice_to_have
Gym Membership,monthly,4472.05,0.702,9,9,1,23.7,few_times_month,forget,essential
Newspaper,monthly,197.6,0.035,1,5,0,81.4,cant_remember,sometimes_notice,nice_to_have
Netflix,monthly,4312.87,0.986,4,6,0,25.0,rarely,sometimes_notice,essential
Dating App,monthly,1387.93,0.116,4,4,0,76.1,once_twice_week,sometimes_notice,fun
Amazon Prime,monthly,4898.33,0.824,7,10,0,27.8,few_times_week,forget,fun
Zomato Gold,monthly,3311.44,0.149,9,8,1,52.3,rarely,sometimes_notice,fun
Netflix,yearly,4340.75,0.616,3,7,1,41.0,rarely,forget,essential
Newspaper,monthly,256.68,0.447,10,2,0,41.5,once_twice_week,sometimes_notice,nice_to_have
Newspaper,monthly,1006.89,0.815,10,4,0,22.2,daily,sometimes_notice,essential
Gaming Pass,yearly,4767.61,0.304,4,4,1,53.1,few_times_month,forget,fun
Amazon Prime,monthly,3871.44,0.286,8,7,0,58.8,few_times_month,forget,essential
Adobe CC,yearly,4406.46,0.489,5,2,0,58.1,once_twice_week,always_notice,nice_to_have
Disney+,monthly,2273.93,0.997,6,10,1,13.0,few_times_month,sometimes_notice,nice_to_have
Gym Membership,yearly,1991.25,0.225,3,1,0,74.9,once_twice_week,sometimes_notice,fun
Newspaper,monthly,1369.66,0.82,2,4,1,31.6,once_twice_week,sometimes_notice,essential
Gym Membership,monthly,3199.13,0.627,8,8,0,37.4,few_times_week,forget,nice_to_have
Wine Club,yearly,1278.03,0.059,8,2,0,75.0,few_times_month,forget,nice_to_have
YouTube Premium,monthly,4933.27,0.834,5,1,0,37.7,once_twice_week,sometimes_notice,fun
Netflix,yearly,4100.54,0.237,7,6,0,65.3,few_times_week,forget,fun
Adobe CC,yearly,1078.8,0.553,10,2,1,28.7,cant_remember,sometimes_notice,fun
Educational Hub,monthly,4781.56,0.838,5,2,0,40.8,few_times_month,sometimes_notice,essential
YouTube Premium,monthly,3857.37,0.198,10,10,1,49.0,cant_remember,sometimes_notice,fun
Software License,monthly,3815.46,0.108,4,6,1,63.7,rarely,forget,essential
LinkedIn Premium,yearly,2570.06,0.997,9,5,0,16.8,rarely,always_notice,nice_to_have
Cloud Storage,yearly,4636.69,0.218,2,10,1,58.0,few_times_month,forget,fun
Gym Membership,monthly,3906.84,0.699,6,5,0,41.1,rarely,always_notice,fun
Netflix,monthly,1776.92,0.683,8,3,0,35.9,few_times_week,always_notice,nice_to_have
Gaming Pass,yearly,3809.38,0.884,2,6,0,39.7,few_times_month,forget,fun
Cloud Storage,monthly,1111.67,0.889,4,9,0,24.1,once_twice_week,forget,fun
Spotify,monthly,306.4,0.944,7,6,0,12.5,cant_remember,always_notice,fun
Wine Club,yearly,4322.61,0.659,9,8,1,26.5,once_twice_week,always_notice,fun
Educational Hub,yearly,3957.62,0.895,5,3,0,31.9,daily,sometimes_notice,nice_to_have
Gaming Pass,monthly,3243.63,0.974,10,9,0,11.8,daily,sometimes_notice,essential
YouTube Premium,yearly,556.02,0.84,1,6,1,27.7,few_times_month,forget,nice_to_have
Adobe CC,monthly,276.94,0.845,2,5,0,28.7,few_times_week,always_notice,fun
Educational Hub,yearly,566.78,0.487,6,4,1,39.4,daily,sometimes_notice,nice_to_have
Dating App,yearly,892.27,0.933,5,2,0,23.7,rarely,forget,nice_to_have
Software License,monthly,3985.53,0.483,4,4,0,59.5,daily,sometimes_notice,fun
Software License,yearly,890.59,0.472,6,8,1,38.1,few_times_month,forget,fun
Spotify,monthly,1902.88,0.799,9,9,0,20.5,few_times_month,always_notice,fun
Adobe CC,monthly,4060.43,0.296,9,6,1,47.5,few_times_week,always_notice,essential
Dating App,monthly,2392.16,0.89,7,5,0,25.2,rarely,always_notice,nice_to_have
Cloud Storage,monthly,2568.49,0.438,2,9,0,59.3,few_times_week,sometimes_notice,fun
Netflix,yearly,2782.15,0.461,5,1,0,58.9,cant_remember,forget,fun
Netflix,monthly,3208.05,0.197,8,3,0,71.2,few_times_week,always_notice,essential
Educational Hub,monthly,4155.47,0.946,10,3,0,23.2,once_twice_week,always_notice,essential
Newspaper,monthly,1568.67,0.93,2,8,1,21.4,rarely,forget,essential
